,DateTime,Junction,Vehicles,day,week,month,year,hour
71,2023-01-03 23:00:00,1,1020,3,1,1,2023,23
72,2023-01-04 00:00:00,1,920,4,2,1,2023,0
73,2023-01-04 01:00:00,1,820,4,2,1,2023,1
74,2023-01-04 02:00:00,1,800,4,2,1,2023,2
75,2023-01-04 03:00:00,1,640,4,2,1,2023,3
76,2023-01-04 04:00:00,1,740,4,2,1,2023,4
77,2023-01-04 05:00:00,1,760,4,2,1,2023,5
78,2023-01-04 06:00:00,1,840,4,2,1,2023,6
79,2023-01-04 07:00:00,1,980,4,2,1,2023,7
80,2023-01-04 08:00:00,1,1300,4,2,1,2023,8
81,2023-01-04 09:00:00,1,1420,4,2,1,2023,9
82,2023-01-04 10:00:00,1,1560,4,2,1,2023,10
83,2023-01-04 11:00:00,1,1380,4,2,1,2023,11
84,2023-01-04 12:00:00,1,1500,4,2,1,2023,12
85,2023-01-04 13:00:00,1,1560,4,2,1,2023,13
86,2023-01-04 14:00:00,1,1480,4,2,1,2023,14
87,2023-01-04 15:00:00,1,1380,4,2,1,2023,15
88,2023-01-04 16:00:00,1,1460,4,2,1,2023,16
89,2023-01-04 17:00:00,1,1580,4,2,1,2023,17
90,2023-01-04 18:00:00,1,1560,4,2,1,2023,18
91,2023-01-04 19:00:00,1,1420,4,2,1,2023,19
92,2023-01-04 20:00:00,1,1460,4,2,1,2023,20
93,2023-01-04 21:00:00,1,1240,4,2,1,2023,21
94,2023-01-04 22:00:00,1,1220,4,2,1,2023,22
95,2023-01-04 23:00:00,1,1000,4,2,1,2023,23
96,2023-01-05 00:00:00,1,900,5,3,1,2023,0
97,2023-01-05 01:00:00,1,860,5,3,1,2023,1
98,2023-01-05 02:00:00,1,640,5,3,1,2023,2
99,2023-01-05 03:00:00,1,620,5,3,1,2023,3
100,2023-01-05 04:00:00,1,700,5,3,1,2023,4
101,2023-01-05 05:00:00,1,840,5,3,1,2023,5
102,2023-01-05 06:00:00,1,800,5,3,1,2023,6
103,2023-01-05 07:00:00,1,960,5,3,1,2023,7
104,2023-01-05 08:00:00,1,1280,5,3,1,2023,8
105,2023-01-05 09:00:00,1,1800,5,3,1,2023,9
106,2023-01-05 10:00:00,1,1600,5,3,1,2023,10
107,2023-01-05 11:00:00,1,1400,5,3,1,2023,11
108,2023-01-05 12:00:00,1,1640,5,3,1,2023,12
109,2023-01-05 13:00:00,1,1600,5,3,1,2023,13
110,2023-01-05 14:00:00,1,1600,5,3,1,2023,14
111,2023-01-05 15:00:00,1,1540,5,3,1,2023,15
112,2023-01-05 16:00:00,1,1460,5,3,1,2023,16
113,2023-01-05 17:00:00,1,1540,5,3,1,2023,17
114,2023-01-05 18:00:00,1,1540,5,3,1,2023,18
115,2023-01-05 19:00:00,1,1480,5,3,1,2023,19
116,2023-01-05 20:00:00,1,1380,5,3,1,2023,20
117,2023-01-05 21:00:00,1,1280,5,3,1,2023,21
118,2023-01-05 22:00:00,1,1220,5,3,1,2023,22
119,2023-01-05 23:00:00,1,1020,5,3,1,2023,23
120,2023-01-06 00:00:00,1,900,6,4,1,2023,0
121,2023-01-06 01:00:00,1,780,6,4,1,2023,1
122,2023-01-06 02:00:00,1,680,6,4,1,2023,2
123,2023-01-06 03:00:00,1,640,6,4,1,2023,3
124,2023-01-06 04:00:00,1,620,6,4,1,2023,4
125,2023-01-06 05:00:00,1,660,6,4,1,2023,5
126,2023-01-06 06:00:00,1,800,6,4,1,2023,6
127,2023-01-06 07:00:00,1,880,6,4,1,2023,7
128,2023-01-06 08:00:00,1,1140,6,4,1,2023,8
129,2023-01-06 09:00:00,1,1440,6,4,1,2023,9
130,2023-01-06 10:00:00,1,1460,6,4,1,2023,10
131,2023-01-06 11:00:00,1,1240,6,4,1,2023,11
132,2023-01-06 12:00:00,1,1480,6,4,1,2023,12
133,2023-01-06 13:00:00,1,1420,6,4,1,2023,13
134,2023-01-06 14:00:00,1,1280,6,4,1,2023,14
135,2023-01-06 15:00:00,1,1260,6,4,1,2023,15
136,2023-01-06 16:00:00,1,1180,6,4,1,2023,16
137,2023-01-06 17:00:00,1,1300,6,4,1,2023,17
138,2023-01-06 18:00:00,1,1340,6,4,1,2023,18
139,2023-01-06 19:00:00,1,1380,6,4,1,2023,19
140,2023-01-06 20:00:00,1,1280,6,4,1,2023,20
141,2023-01-06 21:00:00,1,1140,6,4,1,2023,21
142,2023-01-06 22:00:00,1,1000,6,4,1,2023,22
143,2023-01-06 23:00:00,1,980,6,4,1,2023,23
144,2023-01-07 00:00:00,1,760,7,5,1,2023,0
145,2023-01-07 01:00:00,1,660,7,5,1,2023,1
146,2023-01-07 02:00:00,1,620,7,5,1,2023,2
147,2023-01-07 03:00:00,1,540,7,5,1,2023,3
148,2023-01-07 04:00:00,1,500,7,5,1,2023,4
149,2023-01-07 05:00:00,1,480,7,5,1,2023,5
150,2023-01-07 06:00:00,1,580,7,5,1,2023,6
151,2023-01-07 07:00:00,1,700,7,5,1,2023,7
152,2023-01-07 08:00:00,1,860,7,5,1,2023,8
153,2023-01-07 09:00:00,1,900,7,5,1,2023,9
154,2023-01-07 10:00:00,1,900,7,5,1,2023,10
155,2023-01-07 11:00:00,1,840,7,5,1,2023,11
156,2023-01-07 12:00:00,1,780,7,5,1,2023,12
157,2023-01-07 13:00:00,1,760,7,5,1,2023,13
158,2023-01-07 14:00:00,1,820,7,5,1,2023,14
159,2023-01-07 15:00:00,1,820,7,5,1,2023,15
160,2023-01-07 16:00:00,1,940,7,5,1,2023,16
161,2023-01-07 17:00:00,1,1020,7,5,1,2023,17
162,2023-01-07 18:00:00,1,1100,7,5,1,2023,18
163,2023-01-07 19:00:00,1,1040,7,5,1,2023,19
164,2023-01-07 20:00:00,1,980,7,5,1,2023,20
165,2023-01-07 21:00:00,1,1000,7,5,1,2023,21
166,2023-01-07 22:00:00,1,860,7,5,1,2023,22
167,2023-01-07 23:00:00,1,660,7,5,1,2023,23
168,2023-01-08 00:00:00,1,600,8,6,1,2023,0
169,2023-01-08 01:00:00,1,520,8,6,1,2023,1
170,2023-01-08 02:00:00,1,460,8,6,1,2023,2
171,2023-01-08 03:00:00,1,480,8,6,1,2023,3
172,2023-01-08 04:00:00,1,540,8,6,1,2023,4
173,2023-01-08 05:00:00,1,520,8,6,1,2023,5
174,2023-01-08 06:00:00,1,580,8,6,1,2023,6
175,2023-01-08 07:00:00,1,820,8,6,1,2023,7
176,2023-01-08 08:00:00,1,840,8,6,1,2023,8
177,2023-01-08 09:00:00,1,860,8,6,1,2023,9
178,2023-01-08 10:00:00,1,1320,8,6,1,2023,10
179,2023-01-08 11:00:00,1,1160,8,6,1,2023,11
180,2023-01-08 12:00:00,1,1240,8,6,1,2023,12
181,2023-01-08 13:00:00,1,1280,8,6,1,2023,13
182,2023-01-08 14:00:00,1,1220,8,6,1,2023,14
183,2023-01-08 15:00:00,1,1240,8,6,1,2023,15
184,2023-01-08 16:00:00,1,1460,8,6,1,2023,16
185,2023-01-08 17:00:00,1,1680,8,6,1,2023,17
186,2023-01-08 18:00:00,1,1680,8,6,1,2023,18
187,2023-01-08 19:00:00,1,1560,8,6,1,2023,19
188,2023-01-08 20:00:00,1,1540,8,6,1,2023,20
189,2023-01-08 21:00:00,1,1500,8,6,1,2023,21
190,2023-01-08 22:00:00,1,1280,8,6,1,2023,22
191,2023-01-08 23:00:00,1,1100,8,6,1,2023,23
192,2023-01-09 00:00:00,1,940,9,0,1,2023,0
193,2023-01-09 01:00:00,1,840,9,0,1,2023,1
194,2023-01-09 02:00:00,1,820,9,0,1,2023,2
195,2023-01-09 03:00:00,1,760,9,0,1,2023,3
196,2023-01-09 04:00:00,1,860,9,0,1,2023,4
197,2023-01-09 05:00:00,1,1120,9,0,1,2023,5
198,2023-01-09 06:00:00,1,1080,9,0,1,2023,6
199,2023-01-09 07:00:00,1,1320,9,0,1,2023,7
200,2023-01-09 08:00:00,1,1620,9,0,1,2023,8
201,2023-01-09 09:00:00,1,1940,9,0,1,2023,9
202,2023-01-09 10:00:00,1,2080,9,0,1,2023,10
203,2023-01-09 11:00:00,1,1800,9,0,1,2023,11
204,2023-01-09 12:00:00,1,1840,9,0,1,2023,12
205,2023-01-09 13:00:00,1,1860,9,0,1,2023,13
206,2023-01-09 14:00:00,1,1760,9,0,1,2023,14
207,2023-01-09 15:00:00,1,1800,9,0,1,2023,15
208,2023-01-09 16:00:00,1,1660,9,0,1,2023,16
209,2023-01-09 17:00:00,1,1540,9,0,1,2023,17
210,2023-01-09 18:00:00,1,1900,9,0,1,2023,18
211,2023-01-09 19:00:00,1,1920,9,0,1,2023,19
212,2023-01-09 20:00:00,1,2000,9,0,1,2023,20
213,2023-01-09 21:00:00,1,1720,9,0,1,2023,21
214,2023-01-09 22:00:00,1,1480,9,0,1,2023,22
215,2023-01-09 23:00:00,1,1220,9,0,1,2023,23
216,2023-01-10 00:00:00,1,1080,10,1,1,2023,0
217,2023-01-10 01:00:00,1,1000,10,1,1,2023,1
218,2023-01-10 02:00:00,1,940,10,1,1,2023,2
219,2023-01-10 03:00:00,1,740,10,1,1,2023,3
220,2023-01-10 04:00:00,1,780,10,1,1,2023,4
221,2023-01-10 05:00:00,1,980,10,1,1,2023,5
222,2023-01-10 06:00:00,1,1060,10,1,1,2023,6
223,2023-01-10 07:00:00,1,1180,10,1,1,2023,7
224,2023-01-10 08:00:00,1,1520,10,1,1,2023,8
225,2023-01-10 09:00:00,1,1520,10,1,1,2023,9
226,2023-01-10 10:00:00,1,1640,10,1,1,2023,10
227,2023-01-10 11:00:00,1,1460,10,1,1,2023,11
228,2023-01-10 12:00:00,1,1700,10,1,1,2023,12
229,2023-01-10 13:00:00,1,1680,10,1,1,2023,13
230,2023-01-10 14:00:00,1,1540,10,1,1,2023,14
231,2023-01-10 15:00:00,1,1480,10,1,1,2023,15
232,2023-01-10 16:00:00,1,1620,10,1,1,2023,16
233,2023-01-10 17:00:00,1,1620,10,1,1,2023,17
234,2023-01-10 18:00:00,1,1700,10,1,1,2023,18
235,2023-01-10 19:00:00,1,1700,10,1,1,2023,19
236,2023-01-10 20:00:00,1,1700,10,1,1,2023,20
237,2023-01-10 21:00:00,1,1460,10,1,1,2023,21
238,2023-01-10 22:00:00,1,1340,10,1,1,2023,22
239,2023-01-10 23:00:00,1,1080,10,1,1,2023,23
240,2023-01-11 00:00:00,1,980,11,2,1,2023,0
241,2023-01-11 01:00:00,1,880,11,2,1,2023,1
242,2023-01-11 02:00:00,1,740,11,2,1,2023,2
243,2023-01-11 03:00:00,1,700,11,2,1,2023,3
244,2023-01-11 04:00:00,1,760,11,2,1,2023,4
245,2023-01-11 05:00:00,1,860,11,2,1,2023,5
246,2023-01-11 06:00:00,1,980,11,2,1,2023,6
247,2023-01-11 07:00:00,1,1120,11,2,1,2023,7
248,2023-01-11 08:00:00,1,1300,11,2,1,2023,8
249,2023-01-11 09:00:00,1,1520,11,2,1,2023,9
250,2023-01-11 10:00:00,1,1540,11,2,1,2023,10
251,2023-01-11 11:00:00,1,1440,11,2,1,2023,11
252,2023-01-11 12:00:00,1,1560,11,2,1,2023,12
253,2023-01-11 13:00:00,1,1620,11,2,1,2023,13
254,2023-01-11 14:00:00,1,1440,11,2,1,2023,14
255,2023-01-11 15:00:00,1,1480,11,2,1,2023,15
256,2023-01-11 16:00:00,1,1440,11,2,1,2023,16
257,2023-01-11 17:00:00,1,1620,11,2,1,2023,17
258,2023-01-11 18:00:00,1,1700,11,2,1,2023,18
259,2023-01-11 19:00:00,1,1600,11,2,1,2023,19
260,2023-01-11 20:00:00,1,1520,11,2,1,2023,20
261,2023-01-11 21:00:00,1,1360,11,2,1,2023,21
262,2023-01-11 22:00:00,1,1300,11,2,1,2023,22
263,2023-01-11 23:00:00,1,1080,11,2,1,2023,23
264,2023-01-12 00:00:00,1,980,12,3,1,2023,0
265,2023-01-12 01:00:00,1,920,12,3,1,2023,1
266,2023-01-12 02:00:00,1,780,12,3,1,2023,2
267,2023-01-12 03:00:00,1,640,12,3,1,2023,3
268,2023-01-12 04:00:00,1,720,12,3,1,2023,4
269,2023-01-12 05:00:00,1,840,12,3,1,2023,5
270,2023-01-12 06:00:00,1,920,12,3,1,2023,6
271,2023-01-12 07:00:00,1,1020,12,3,1,2023,7
272,2023-01-12 08:00:00,1,1160,12,3,1,2023,8
273,2023-01-12 09:00:00,1,1320,12,3,1,2023,9
274,2023-01-12 10:00:00,1,1480,12,3,1,2023,10
275,2023-01-12 11:00:00,1,1500,12,3,1,2023,11
276,2023-01-12 12:00:00,1,1900,12,3,1,2023,12
277,2023-01-12 13:00:00,1,1660,12,3,1,2023,13
278,2023-01-12 14:00:00,1,1500,12,3,1,2023,14
279,2023-01-12 15:00:00,1,1520,12,3,1,2023,15
280,2023-01-12 16:00:00,1,1500,12,3,1,2023,16
281,2023-01-12 17:00:00,1,1660,12,3,1,2023,17
282,2023-01-12 18:00:00,1,1660,12,3,1,2023,18
283,2023-01-12 19:00:00,1,1640,12,3,1,2023,19
284,2023-01-12 20:00:00,1,1580,12,3,1,2023,20
285,2023-01-12 21:00:00,1,1340,12,3,1,2023,21
286,2023-01-12 22:00:00,1,1300,12,3,1,2023,22
287,2023-01-12 23:00:00,1,1140,12,3,1,2023,23
288,2023-01-13 00:00:00,1,940,13,4,1,2023,0
289,2023-01-13 01:00:00,1,920,13,4,1,2023,1
290,2023-01-13 02:00:00,1,800,13,4,1,2023,2
291,2023-01-13 03:00:00,1,700,13,4,1,2023,3
292,2023-01-13 04:00:00,1,760,13,4,1,2023,4
293,2023-01-13 05:00:00,1,820,13,4,1,2023,5
294,2023-01-13 06:00:00,1,900,13,4,1,2023,6
295,2023-01-13 07:00:00,1,980,13,4,1,2023,7
296,2023-01-13 08:00:00,1,1380,13,4,1,2023,8
297,2023-01-13 09:00:00,1,1460,13,4,1,2023,9
298,2023-01-13 10:00:00,1,1400,13,4,1,2023,10
299,2023-01-13 11:00:00,1,1320,13,4,1,2023,11
300,2023-01-13 12:00:00,1,1400,13,4,1,2023,12
301,2023-01-13 13:00:00,1,1420,13,4,1,2023,13
302,2023-01-13 14:00:00,1,1280,13,4,1,2023,14
303,2023-01-13 15:00:00,1,1440,13,4,1,2023,15
304,2023-01-13 16:00:00,1,1300,13,4,1,2023,16
305,2023-01-13 17:00:00,1,1460,13,4,1,2023,17
306,2023-01-13 18:00:00,1,1360,13,4,1,2023,18
307,2023-01-13 19:00:00,1,1300,13,4,1,2023,19
308,2023-01-13 20:00:00,1,1220,13,4,1,2023,20
309,2023-01-13 21:00:00,1,1080,13,4,1,2023,21
310,2023-01-13 22:00:00,1,1060,13,4,1,2023,22
311,2023-01-13 23:00:00,1,900,13,4,1,2023,23
312,2023-01-14 00:00:00,1,880,14,5,1,2023,0
313,2023-01-14 01:00:00,1,780,14,5,1,2023,1
314,2023-01-14 02:00:00,1,600,14,5,1,2023,2
315,2023-01-14 03:00:00,1,580,14,5,1,2023,3
316,2023-01-14 04:00:00,1,500,14,5,1,2023,4
317,2023-01-14 05:00:00,1,620,14,5,1,2023,5
318,2023-01-14 06:00:00,1,540,14,5,1,2023,6
319,2023-01-14 07:00:00,1,620,14,5,1,2023,7
320,2023-01-14 08:00:00,1,700,14,5,1,2023,8
321,2023-01-14 09:00:00,1,1160,14,5,1,2023,9
322,2023-01-14 10:00:00,1,1000,14,5,1,2023,10
323,2023-01-14 11:00:00,1,860,14,5,1,2023,11
324,2023-01-14 12:00:00,1,840,14,5,1,2023,12
325,2023-01-14 13:00:00,1,820,14,5,1,2023,13
326,2023-01-14 14:00:00,1,860,14,5,1,2023,14
327,2023-01-14 15:00:00,1,900,14,5,1,2023,15
328,2023-01-14 16:00:00,1,1020,14,5,1,2023,16
329,2023-01-14 17:00:00,1,1060,14,5,1,2023,17
330,2023-01-14 18:00:00,1,1080,14,5,1,2023,18
331,2023-01-14 19:00:00,1,1040,14,5,1,2023,19
332,2023-01-14 20:00:00,1,1080,14,5,1,2023,20
333,2023-01-14 21:00:00,1,1080,14,5,1,2023,21
334,2023-01-14 22:00:00,1,1000,14,5,1,2023,22
335,2023-01-14 23:00:00,1,740,14,5,1,2023,23
336,2023-01-15 00:00:00,1,620,15,6,1,2023,0
337,2023-01-15 01:00:00,1,600,15,6,1,2023,1
338,2023-01-15 02:00:00,1,580,15,6,1,2023,2
339,2023-01-15 03:00:00,1,480,15,6,1,2023,3
340,2023-01-15 04:00:00,1,480,15,6,1,2023,4
341,2023-01-15 05:00:00,1,580,15,6,1,2023,5
342,2023-01-15 06:00:00,1,600,15,6,1,2023,6
343,2023-01-15 07:00:00,1,720,15,6,1,2023,7
344,2023-01-15 08:00:00,1,820,15,6,1,2023,8
345,2023-01-15 09:00:00,1,900,15,6,1,2023,9
346,2023-01-15 10:00:00,1,840,15,6,1,2023,10
347,2023-01-15 11:00:00,1,820,15,6,1,2023,11
348,2023-01-15 12:00:00,1,740,15,6,1,2023,12
349,2023-01-15 13:00:00,1,860,15,6,1,2023,13
350,2023-01-15 14:00:00,1,820,15,6,1,2023,14
351,2023-01-15 15:00:00,1,780,15,6,1,2023,15
352,2023-01-15 16:00:00,1,1100,15,6,1,2023,16
353,2023-01-15 17:00:00,1,1300,15,6,1,2023,17
354,2023-01-15 18:00:00,1,1520,15,6,1,2023,18
355,2023-01-15 19:00:00,1,1260,15,6,1,2023,19
356,2023-01-15 20:00:00,1,1220,15,6,1,2023,20
357,2023-01-15 21:00:00,1,1160,15,6,1,2023,21
358,2023-01-15 22:00:00,1,960,15,6,1,2023,22
359,2023-01-15 23:00:00,1,780,15,6,1,2023,23
360,2023-01-16 00:00:00,1,740,16,0,1,2023,0
361,2023-01-16 01:00:00,1,720,16,0,1,2023,1
362,2023-01-16 02:00:00,1,660,16,0,1,2023,2
363,2023-01-16 03:00:00,1,640,16,0,1,2023,3
364,2023-01-16 04:00:00,1,620,16,0,1,2023,4
365,2023-01-16 05:00:00,1,820,16,0,1,2023,5
366,2023-01-16 06:00:00,1,840,16,0,1,2023,6
367,2023-01-16 07:00:00,1,1060,16,0,1,2023,7
368,2023-01-16 08:00:00,1,1440,16,0,1,2023,8
369,2023-01-16 09:00:00,1,1820,16,0,1,2023,9
370,2023-01-16 10:00:00,1,2400,16,0,1,2023,10
371,2023-01-16 11:00:00,1,1680,16,0,1,2023,11
372,2023-01-16 12:00:00,1,1940,16,0,1,2023,12
373,2023-01-16 13:00:00,1,1920,16,0,1,2023,13
374,2023-01-16 14:00:00,1,1700,16,0,1,2023,14
375,2023-01-16 15:00:00,1,1760,16,0,1,2023,15
376,2023-01-16 16:00:00,1,1800,16,0,1,2023,16
377,2023-01-16 17:00:00,1,1920,16,0,1,2023,17
378,2023-01-16 18:00:00,1,1780,16,0,1,2023,18
379,2023-01-16 19:00:00,1,1760,16,0,1,2023,19
380,2023-01-16 20:00:00,1,1740,16,0,1,2023,20
381,2023-01-16 21:00:00,1,1480,16,0,1,2023,21
382,2023-01-16 22:00:00,1,1360,16,0,1,2023,22
383,2023-01-16 23:00:00,1,1160,16,0,1,2023,23
384,2023-01-17 00:00:00,1,1060,17,1,1,2023,0
385,2023-01-17 01:00:00,1,900,17,1,1,2023,1
386,2023-01-17 02:00:00,1,840,17,1,1,2023,2
387,2023-01-17 03:00:00,1,720,17,1,1,2023,3
388,2023-01-17 04:00:00,1,860,17,1,1,2023,4
389,2023-01-17 05:00:00,1,1000,17,1,1,2023,5
390,2023-01-17 06:00:00,1,1100,17,1,1,2023,6
391,2023-01-17 07:00:00,1,1260,17,1,1,2023,7
392,2023-01-17 08:00:00,1,1680,17,1,1,2023,8
393,2023-01-17 09:00:00,1,1700,17,1,1,2023,9
394,2023-01-17 10:00:00,1,1780,17,1,1,2023,10
395,2023-01-17 11:00:00,1,1500,17,1,1,2023,11
396,2023-01-17 12:00:00,1,1780,17,1,1,2023,12
397,2023-01-17 13:00:00,1,1720,17,1,1,2023,13
398,2023-01-17 14:00:00,1,1640,17,1,1,2023,14
399,2023-01-17 15:00:00,1,1580,17,1,1,2023,15
400,2023-01-17 16:00:00,1,1540,17,1,1,2023,16
401,2023-01-17 17:00:00,1,1680,17,1,1,2023,17
402,2023-01-17 18:00:00,1,1720,17,1,1,2023,18
403,2023-01-17 19:00:00,1,1740,17,1,1,2023,19
404,2023-01-17 20:00:00,1,1640,17,1,1,2023,20
405,2023-01-17 21:00:00,1,1580,17,1,1,2023,21
406,2023-01-17 22:00:00,1,1520,17,1,1,2023,22
407,2023-01-17 23:00:00,1,1160,17,1,1,2023,23
408,2023-01-18 00:00:00,1,1140,18,2,1,2023,0
409,2023-01-18 01:00:00,1,1060,18,2,1,2023,1
410,2023-01-18 02:00:00,1,940,18,2,1,2023,2
411,2023-01-18 03:00:00,1,860,18,2,1,2023,3
412,2023-01-18 04:00:00,1,880,18,2,1,2023,4
413,2023-01-18 05:00:00,1,960,18,2,1,2023,5
414,2023-01-18 06:00:00,1,1140,18,2,1,2023,6
415,2023-01-18 07:00:00,1,1240,18,2,1,2023,7
416,2023-01-18 08:00:00,1,1440,18,2,1,2023,8
417,2023-01-18 09:00:00,1,1740,18,2,1,2023,9
418,2023-01-18 10:00:00,1,1660,18,2,1,2023,10
419,2023-01-18 11:00:00,1,1480,18,2,1,2023,11
420,2023-01-18 12:00:00,1,1780,18,2,1,2023,12
421,2023-01-18 13:00:00,1,1660,18,2,1,2023,13
422,2023-01-18 14:00:00,1,1620,18,2,1,2023,14
423,2023-01-18 15:00:00,1,1500,18,2,1,2023,15
424,2023-01-18 16:00:00,1,1560,18,2,1,2023,16
425,2023-01-18 17:00:00,1,1660,18,2,1,2023,17
426,2023-01-18 18:00:00,1,1640,18,2,1,2023,18
427,2023-01-18 19:00:00,1,1640,18,2,1,2023,19
428,2023-01-18 20:00:00,1,1540,18,2,1,2023,20
429,2023-01-18 21:00:00,1,1500,18,2,1,2023,21
430,2023-01-18 22:00:00,1,1380,18,2,1,2023,22
431,2023-01-18 23:00:00,1,1140,18,2,1,2023,23
432,2023-01-19 00:00:00,1,1020,19,3,1,2023,0
433,2023-01-19 01:00:00,1,980,19,3,1,2023,1
434,2023-01-19 02:00:00,1,820,19,3,1,2023,2
435,2023-01-19 03:00:00,1,820,19,3,1,2023,3
436,2023-01-19 04:00:00,1,800,19,3,1,2023,4
437,2023-01-19 05:00:00,1,840,19,3,1,2023,5
438,2023-01-19 06:00:00,1,1020,19,3,1,2023,6
439,2023-01-19 07:00:00,1,1160,19,3,1,2023,7
440,2023-01-19 08:00:00,1,1420,19,3,1,2023,8
441,2023-01-19 09:00:00,1,1780,19,3,1,2023,9
442,2023-01-19 10:00:00,1,1820,19,3,1,2023,10
443,2023-01-19 11:00:00,1,1580,19,3,1,2023,11
444,2023-01-19 12:00:00,1,1760,19,3,1,2023,12
445,2023-01-19 13:00:00,1,1760,19,3,1,2023,13
446,2023-01-19 14:00:00,1,1500,19,3,1,2023,14
447,2023-01-19 15:00:00,1,1440,19,3,1,2023,15
448,2023-01-19 16:00:00,1,1680,19,3,1,2023,16
449,2023-01-19 17:00:00,1,1740,19,3,1,2023,17
450,2023-01-19 18:00:00,1,1640,19,3,1,2023,18
451,2023-01-19 19:00:00,1,1580,19,3,1,2023,19
452,2023-01-19 20:00:00,1,1640,19,3,1,2023,20
453,2023-01-19 21:00:00,1,1560,19,3,1,2023,21
454,2023-01-19 22:00:00,1,1400,19,3,1,2023,22
